,image,DICE,challenge_FP,challenge_FN
0,PETCT_661ddc60e0_03082002.nii.gz,0.8392857142857143,0.0,0.0
1,PETCT_f082a3d319_11082004.nii.gz,0.0,0.1368512306213379,0.0
2,PETCT_2922971d0f_07192003.nii.gz,0.0,8.683832633972168,0.0
3,PETCT_ae8c77a995_05182007.nii.gz,0.4798890429958391,0.0,3.2222244300842284
4,PETCT_277fc3c67c_11152003.nii.gz,0.0,21.58517137527466,0.0
5,PETCT_2f9aec0275_10172003.nii.gz,,0.0,0.0
6,PETCT_e2a729e21f_12232002.nii.gz,0.0,11.83141093826294,0.0
7,PETCT_5d6bf1e75f_12102000.nii.gz,0.8597264609472137,0.024882041931152343,0.0
8,PETCT_562294be56_04282003.nii.gz,0.0,113.12620363998413,0.0
9,PETCT_9b53627d23_02112006.nii.gz,,0.0,0.0
10,PETCT_f37014ec85_01142007.nii.gz,0.8988792664289353,0.0,0.0
11,PETCT_e69152b6b4_01262004.nii.gz,0.651755062289494,2.6623784866333007,15.775214584350586
12,PETCT_aaf2c3aa12_12052002.nii.gz,0.0,0.04976408386230469,0.0
13,PETCT_2f587d00b1_09272004.nii.gz,0.0,1.443158432006836,0.0
14,PETCT_770ee48d09_07152005.nii.gz,0.7992429022082019,1.5551276206970215,0.0
15,PETCT_0f44cec2e6_09072003.nii.gz,0.13144475920679888,35.220530353546145,1.2689841384887695
16,PETCT_41472f5ce9_03162003.nii.gz,0.8686434525019603,0.0,0.0
17,PETCT_a7b323b3fd_04012005.nii.gz,0.7074829931972789,0.04976408386230469,0.0
18,PETCT_54bed1d98f_05242003.nii.gz,0.0,0.5598459434509278,0.0
19,PETCT_c7dc6f848c_02022006.nii.gz,0.0,23.874319232940675,0.0
20,PETCT_e6b8b963b2_12222006.nii.gz,,0.0,0.0
21,PETCT_cc5c58c82d_07262001.nii.gz,0.9344787419918462,0.04976408386230469,0.14929225158691406
22,PETCT_e44480b9b8_05262002.nii.gz,0.7422680412371134,3.6576601638793944,0.012441020965576172
23,PETCT_1f6b6b0548_10162003.nii.gz,0.4806201550387597,0.0,0.0
24,PETCT_5a58935b68_12062002.nii.gz,0.7849381256243502,18.201213672637937,7.066499908447265
25,PETCT_a82f03863a_03192007.nii.gz,0.8791242149999051,3.93136262512207,4.565854694366455
26,PETCT_58f276897e_06192005.nii.gz,,0.0,0.0
27,PETCT_7255ccbcf4_06152003.nii.gz,,0.0,0.0
28,PETCT_ea051a3e6c_10222004.nii.gz,0.7694562334217506,7.203351139068603,99.08029096984863
29,PETCT_bdd21f5590_09142003.nii.gz,0.7934362934362934,0.1741742935180664,0.0
30,PETCT_05d5a79faf_02252005.nii.gz,0.0,61.831874198913575,0.0
31,PETCT_442a09f90e_03162002.nii.gz,0.695277617271629,0.21149735641479492,15.538835186004638
32,PETCT_572fca6b44_05232005.nii.gz,0.0,0.1741742935180664,0.0
33,PETCT_816732638d_08182000.nii.gz,0.8282150537634408,0.0,1.1445739288330077
34,PETCT_a41d59682f_09292006.nii.gz,0.0,51.70488313293457,0.0
35,PETCT_2b60c8135a_12092005.nii.gz,0.873067414298458,1.9781223335266114,16.397265632629395
36,PETCT_61348439bf_07242005.nii.gz,0.5239477503628447,20.726740928649903,9.057063262939453
37,PETCT_4d7b745a7b_01232003.nii.gz,0.8330862554079811,0.0,8.882888969421387
38,PETCT_a3ce52b2a8_10192002.nii.gz,0.0,0.1368512306213379,0.0
39,PETCT_38733c001e_07282006.nii.gz,,0.0,0.0
40,PETCT_ddca6cfba6_02272004.nii.gz,0.8650927022782997,0.04976408386230469,0.07464612579345703
41,PETCT_824c6a0014_12182005.nii.gz,0.0,3.570573017120361,0.0
42,PETCT_29b372cb99_11172006.nii.gz,0.0,0.6593741111755371,0.0
43,PETCT_ed9fa4eff1_05112001.nii.gz,0.744696223316913,7.253115222930908,24.04849352645874
44,PETCT_20a607649d_01272007.nii.gz,0.435347261434218,0.19905633544921875,0.4603177757263184
45,PETCT_642d6c78d6_05022005.nii.gz,0.9240390535667166,18.176331630706787,3.8691575202941895
46,PETCT_99e5728030_04182002.nii.gz,0.7190565532028946,37.62164739990234,2.17717866897583
47,PETCT_2d9638360e_09092005.nii.gz,,0.0,0.0
48,PETCT_02ba7e20f5_10122001.nii.gz,0.5622710622710623,0.9828406562805175,2.33891194152832
49,PETCT_38106fde84_02132003.nii.gz,,0.0,0.0
50,PETCT_a3ce52b2a8_11152003.nii.gz,0.0,2.687260528564453,0.0
51,PETCT_ce629e2993_01132005.nii.gz,0.0,0.024882041931152343,0.0
52,PETCT_9d6699f215_06162003.nii.gz,0.9068493150684932,0.0,0.2861434822082519
53,PETCT_5e0bc6cdda_10272001.nii.gz,0.4635549872122762,0.24882041931152343,6.643505195617676
54,PETCT_b1219c408b_10042002.nii.gz,0.7438776103775231,0.0,5.088377574920655
55,PETCT_9837205b34_09012002.nii.gz,0.8587355718782791,0.6096100273132324,0.0
56,PETCT_7cfaf65584_10282006.nii.gz,0.0,3.5830140380859374,0.0
57,PETCT_53a0610615_07142001.nii.gz,0.867912041632825,0.24882041931152343,11.682118686676025
58,PETCT_dc3437c9b9_11212002.nii.gz,0.0,0.18661531448364257,0.0
59,PETCT_c58b637e17_06112005.nii.gz,,0.0,0.0
60,PETCT_1e43e3d692_09192002.nii.gz,0.0,0.360789608001709,0.0
61,PETCT_68ef307665_05162003.nii.gz,,0.0,0.0
62,PETCT_099b3fd402_01032003.nii.gz,0.0,0.0,11.557708477020263
63,PETCT_68a7ade33c_07082001.nii.gz,0.8761282253973123,3.2844295349121095,1.1445739288330077
64,PETCT_ca89066e44_08112005.nii.gz,0.7822984959506363,0.0,0.024882041931152343
65,PETCT_4e3d83bfe3_09292003.nii.gz,,0.0,0.0
66,PETCT_3a4be713a1_11142002.nii.gz,0.6003861003861004,0.0,0.0
67,PETCT_3ba0277c0c_04262007.nii.gz,0.9152542372881356,0.0,0.0
68,PETCT_562294be56_11152003.nii.gz,0.0,50.84645268630981,0.0
69,PETCT_30001118d0_04031999.nii.gz,0.9304791167235034,0.49764083862304687,9.679114311218262
70,PETCT_08cdb15e0b_11212003.nii.gz,0.7297540878073903,0.0,11.134713764190673
71,PETCT_8de70b5cd7_07222002.nii.gz,0.0,0.42299471282958984,0.0
72,PETCT_0dbf2c2731_10272005.nii.gz,,0.0,0.0
73,PETCT_4a72eeb991_12232005.nii.gz,,0.0,0.0
74,PETCT_ed7abf4433_12062002.nii.gz,,0.0,0.0
75,PETCT_4760c0139a_01262006.nii.gz,,0.0,0.0
76,PETCT_d7ca3d4aaa_07052003.nii.gz,0.13883677298311445,5.212787784576416,0.0
77,PETCT_f144b214af_02232001.nii.gz,0.8037314988534501,1.878594165802002,0.024882041931152343
78,PETCT_62a78a061f_08292005.nii.gz,,0.0,0.0
79,PETCT_14f931f634_06092005.nii.gz,0.17923330794617923,0.024882041931152343,14.49378942489624
80,PETCT_baacf43b4f_02242003.nii.gz,0.42750661216638614,0.0,13.996148586273193
81,PETCT_cb83710e3d_03102006.nii.gz,,0.0,0.0
82,PETCT_642d6c78d6_09102005.nii.gz,,0.0,0.0
83,PETCT_4011ffe8ae_02072005.nii.gz,0.0,0.0,7.514376663208008
84,PETCT_048981112f_07312005.nii.gz,0.0,7.340202369689941,0.0
85,PETCT_b2244b5591_05152003.nii.gz,0.700770948915628,0.0,0.0
86,PETCT_2745fb1adb_12212002.nii.gz,,0.0,0.0
87,PETCT_13d0984c93_09082003.nii.gz,0.8988320829143785,0.9206355514526368,0.0
88,PETCT_2f9aec0275_05312003.nii.gz,0.9143198296922992,4.068213855743408,4.254829170227051
89,PETCT_562294be56_10212002.nii.gz,0.0,1.3685123062133788,0.0
90,PETCT_76ebd5c736_12292005.nii.gz,0.46153846153846156,0.11196918869018554,0.796225341796875
91,PETCT_a9d7a14ba1_08142000.nii.gz,0.5570380460019193,0.04976408386230469,0.04976408386230469
92,PETCT_89fb723947_09032000.nii.gz,0.8692316435553535,0.6344920692443847,0.0
93,PETCT_ded50b1e68_02092006.nii.gz,,0.0,0.0
94,PETCT_e2309b8f92_06032007.nii.gz,0.0,4.988849407196045,0.0
