,image,DICE,challenge_FP,challenge_FN
0,PETCT_b1219c408b_10042002.nii.gz,0.7659900421294523,0.0,1.6422147674560548
1,PETCT_ca89066e44_08112005.nii.gz,0.7884476534296029,3.2844295349121095,0.024882041931152343
2,PETCT_a3ce52b2a8_11152003.nii.gz,0.0,2.314029899597168,0.0
3,PETCT_99e5728030_04182002.nii.gz,0.7069362426183565,47.5620231513977,2.17717866897583
4,PETCT_68ef307665_05162003.nii.gz,,0.0,0.0
5,PETCT_f144b214af_02232001.nii.gz,0.7958933985850312,1.0326047401428222,0.024882041931152343
6,PETCT_e69152b6b4_01262004.nii.gz,0.7014330454588592,3.8815985412597653,14.319615131378173
7,PETCT_4a72eeb991_12232005.nii.gz,,0.0,0.0
8,PETCT_89fb723947_09032000.nii.gz,0.8638440976114512,0.23637939834594726,0.0
9,PETCT_562294be56_04282003.nii.gz,0.0,0.2239383773803711,0.0
10,PETCT_824c6a0014_12182005.nii.gz,0.0,4.0060087509155275,0.0
11,PETCT_661ddc60e0_03082002.nii.gz,0.36689930209371885,7.240674201965332,0.0
12,PETCT_4760c0139a_01262006.nii.gz,,0.0,0.0
13,PETCT_2922971d0f_07192003.nii.gz,0.0,78.49040127182006,0.0
14,PETCT_d7ca3d4aaa_07052003.nii.gz,0.2438095238095238,4.740028987884521,0.0
15,PETCT_c7dc6f848c_02022006.nii.gz,0.0,28.838286598205567,0.0
16,PETCT_2f587d00b1_09272004.nii.gz,0.0,3.110255241394043,0.0
17,PETCT_277fc3c67c_11152003.nii.gz,0.0,47.487377025604246,0.0
18,PETCT_c58b637e17_06112005.nii.gz,,0.0,0.0
19,PETCT_ed7abf4433_12062002.nii.gz,0.0,6.506653964996338,0.0
20,PETCT_8de70b5cd7_07222002.nii.gz,0.0,0.8833124885559082,0.0
21,PETCT_572fca6b44_05232005.nii.gz,0.0,0.8335484046936035,0.0
22,PETCT_ed9fa4eff1_05112001.nii.gz,0.6759520672564151,36.55171959686279,21.796668731689454
23,PETCT_a3ce52b2a8_10192002.nii.gz,0.0,2.2891478576660154,0.0
24,PETCT_08cdb15e0b_11212003.nii.gz,0.7602570439940682,0.49764083862304687,16.136004192352296
25,PETCT_cb83710e3d_03102006.nii.gz,,0.0,0.0
26,PETCT_76ebd5c736_12292005.nii.gz,0.4411764705882353,0.3483485870361328,0.796225341796875
27,PETCT_ea051a3e6c_10222004.nii.gz,0.7359615268039362,3.8940395622253416,114.89282861709594
28,PETCT_cc5c58c82d_07262001.nii.gz,0.9375949848024316,0.0,0.14929225158691406
29,PETCT_62a78a061f_08292005.nii.gz,0.0,0.024882041931152343,0.0
30,PETCT_61348439bf_07242005.nii.gz,0.4049108723881478,30.045065631866454,26.36252342605591
31,PETCT_2745fb1adb_12212002.nii.gz,,0.0,0.0
32,PETCT_0dbf2c2731_10272005.nii.gz,,0.0,0.0
33,PETCT_5a58935b68_12062002.nii.gz,0.7967496232332695,15.538835186004638,0.0
34,PETCT_642d6c78d6_09102005.nii.gz,0.0,0.1368512306213379,0.0
35,PETCT_29b372cb99_11172006.nii.gz,,0.0,0.0
36,PETCT_02ba7e20f5_10122001.nii.gz,0.5917355371900826,2.7867886962890625,0.3110255241394043
37,PETCT_4e3d83bfe3_09292003.nii.gz,0.0,11.060067638397216,0.0
38,PETCT_bdd21f5590_09142003.nii.gz,0.8092933204259438,0.04976408386230469,0.0
39,PETCT_9837205b34_09012002.nii.gz,0.8568130663126912,0.0,0.0
40,PETCT_0f44cec2e6_09072003.nii.gz,0.06212574850299401,58.77138304138183,1.2689841384887695
41,PETCT_642d6c78d6_05022005.nii.gz,0.9234866698245583,6.3200386505126955,3.8691575202941895
42,PETCT_7cfaf65584_10282006.nii.gz,0.0,3.6078960800170896,0.0
43,PETCT_05d5a79faf_02252005.nii.gz,0.0,46.52941841125488,0.0
44,PETCT_3ba0277c0c_04262007.nii.gz,0.9152542372881356,0.0,0.0
45,PETCT_e6b8b963b2_12222006.nii.gz,,0.0,0.0
46,PETCT_58f276897e_06192005.nii.gz,0.0,0.012441020965576172,0.0
47,PETCT_ded50b1e68_02092006.nii.gz,0.0,59.16949571228027,0.0
48,PETCT_048981112f_07312005.nii.gz,0.0,7.215792160034179,0.0
49,PETCT_562294be56_11152003.nii.gz,0.0,0.06220510482788086,0.0
50,PETCT_ce629e2993_01132005.nii.gz,0.0,0.012441020965576172,0.0
51,PETCT_562294be56_10212002.nii.gz,,0.0,0.0
52,PETCT_770ee48d09_07152005.nii.gz,0.7481623883297523,7.576581768035888,0.0
53,PETCT_54bed1d98f_05242003.nii.gz,0.0,0.6344920692443847,0.0
54,PETCT_2f9aec0275_10172003.nii.gz,,0.0,0.0
55,PETCT_20a607649d_01272007.nii.gz,0.9255498519989509,2.251824794769287,0.4603177757263184
56,PETCT_442a09f90e_03162002.nii.gz,0.6857353950076521,1.2067790336608886,15.538835186004638
57,PETCT_099b3fd402_01032003.nii.gz,0.0,0.11196918869018554,11.557708477020263
58,PETCT_2b60c8135a_12092005.nii.gz,0.8555619212707927,3.782070373535156,15.700568458557129
59,PETCT_3a4be713a1_11142002.nii.gz,0.6504734458624949,0.0,0.0
60,PETCT_ae8c77a995_05182007.nii.gz,0.5758293838862559,0.0,3.2222244300842284
61,PETCT_f082a3d319_11082004.nii.gz,,0.0,0.0
62,PETCT_1e43e3d692_09192002.nii.gz,0.0,0.09952816772460937,0.0
63,PETCT_b2244b5591_05152003.nii.gz,0.7436159346271706,0.0,7.900048313140869
64,PETCT_e2a729e21f_12232002.nii.gz,0.0,0.4105536918640137,0.0
65,PETCT_baacf43b4f_02242003.nii.gz,0.4231325301204819,0.0,26.997015495300293
66,PETCT_38106fde84_02132003.nii.gz,0.0,0.024882041931152343,0.0
67,PETCT_816732638d_08182000.nii.gz,0.8335008375209381,0.48519981765747067,1.1445739288330077
68,PETCT_9b53627d23_02112006.nii.gz,,0.0,0.0
69,PETCT_a9d7a14ba1_08142000.nii.gz,0.5439471387607531,0.32346654510498046,18.350505924224855
70,PETCT_2f9aec0275_05312003.nii.gz,0.8915359360664812,1.7790659980773926,0.012441020965576172
71,PETCT_e44480b9b8_05262002.nii.gz,0.6888768017405493,9.8159655418396,0.012441020965576172
72,PETCT_53a0610615_07142001.nii.gz,0.8625434842840871,0.360789608001709,11.682118686676025
73,PETCT_f37014ec85_01142007.nii.gz,0.8788900414937759,0.037323062896728515,0.0
74,PETCT_aaf2c3aa12_12052002.nii.gz,0.0,4.043331813812256,0.0
75,PETCT_4d7b745a7b_01232003.nii.gz,0.8427613783370576,0.06220510482788086,8.882888969421387
76,PETCT_41472f5ce9_03162003.nii.gz,0.8933359677100681,0.0,0.0
77,PETCT_1f6b6b0548_10162003.nii.gz,0.0,0.04976408386230469,1.2192200546264649
