,image,DICE,challenge_FP,challenge_FN
0,PETCT_b1219c408b_10042002.nii.gz,0.7576210235131396,0.0,1.6422147674560548
1,PETCT_ca89066e44_08112005.nii.gz,0.7350960748891444,14.879461074829102,0.024882041931152343
2,PETCT_a3ce52b2a8_11152003.nii.gz,0.0,2.4508811302185056,0.0
3,PETCT_99e5728030_04182002.nii.gz,0.7187782578117151,44.638383224487306,2.17717866897583
4,PETCT_68ef307665_05162003.nii.gz,0.0,0.6469330902099609,0.0
5,PETCT_f144b214af_02232001.nii.gz,0.7922354284527949,3.110255241394043,0.024882041931152343
6,PETCT_e69152b6b4_01262004.nii.gz,0.7106733801803796,3.2844295349121095,24.297313945770263
7,PETCT_4a72eeb991_12232005.nii.gz,,0.0,0.0
8,PETCT_89fb723947_09032000.nii.gz,0.8530427091951728,0.12441020965576172,2.239383773803711
9,PETCT_562294be56_04282003.nii.gz,0.0,0.012441020965576172,0.0
10,PETCT_824c6a0014_12182005.nii.gz,0.0,9.032181221008301,0.0
11,PETCT_661ddc60e0_03082002.nii.gz,0.3327338129496403,8.658950592041016,0.0
12,PETCT_4760c0139a_01262006.nii.gz,0.0,0.012441020965576172,0.0
13,PETCT_2922971d0f_07192003.nii.gz,0.0,107.17939561843872,0.0
14,PETCT_d7ca3d4aaa_07052003.nii.gz,0.1055234954657873,13.287010391235352,0.0
15,PETCT_c7dc6f848c_02022006.nii.gz,0.0,28.191353507995604,0.0
16,PETCT_2f587d00b1_09272004.nii.gz,0.0,1.3933943481445312,0.0
17,PETCT_277fc3c67c_11152003.nii.gz,0.0,53.54615423583984,0.0
18,PETCT_c58b637e17_06112005.nii.gz,0.0,0.2861434822082519,0.0
19,PETCT_ed7abf4433_12062002.nii.gz,0.0,9.156591430664061,0.0
20,PETCT_8de70b5cd7_07222002.nii.gz,0.0,7.4024074745178225,0.0
21,PETCT_572fca6b44_05232005.nii.gz,0.0,0.9206355514526368,0.0
22,PETCT_ed9fa4eff1_05112001.nii.gz,0.6760739014865619,26.64866690826416,22.667540199279784
23,PETCT_a3ce52b2a8_10192002.nii.gz,0.0,2.985845031738281,0.0
24,PETCT_08cdb15e0b_11212003.nii.gz,0.7239623121976063,0.9579586143493652,16.90734749221802
