,Unnamed: 0,DICE,FN,FP,IoU,TN,TP,n_pred,n_ref,prediction_file,reference_file,challenge_DICE,challenge_FP,challenge_FN,num_pred_conn_comps,num_gt_conn_comps
141,141,0.8889430950970485,1938,1249,0.8000878183414879,78864058,12755,14004,14693,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_2e44706eaf_05062005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_2e44706eaf_05062005.nii.gz,0.8889430950970485,5.984131084442138,7.365084411621094,69,68
142,142,0.829051044878383,482,17,0.7080163838502048,45438291,1210,1227,1692,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_2e97a9e5c2_06232003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_2e97a9e5c2_06232003.nii.gz,0.829051044878383,0.1119691886901855,0.5225228805541993,6,3
143,143,0.0,0,1,0.0,52159999,0,1,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_2f2ee78c89_05012003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_2f2ee78c89_05012003.nii.gz,0.0,0.0124410209655761,0.0,1,0
144,144,0.8454194661702791,1519,17830,0.7322308331026848,46647740,52911,70741,54430,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_2f7200f771_11052005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_2f7200f771_11052005.nii.gz,0.8454194661702791,0.7589022789001465,0.8086663627624512,33,42
145,145,0.0,0,47,0.0,52319953,0,47,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_302613f9a5_04062007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_302613f9a5_04062007.nii.gz,0.0,0.58472798538208,0.0,2,0
146,146,0.0,0,410,0.0,99039590,0,410,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_30287f520f_11232003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_30287f520f_11232003.nii.gz,0.0,5.10081859588623,0.0,9,0
147,147,0.6510097572044474,2991,85,0.4825904121110176,52154055,2869,2954,5860,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3049d4f1a4_02242002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3049d4f1a4_02242002.nii.gz,0.6510097572044474,0.0,3.284429534912109,2,3
148,148,0.9006015840270064,10572,3208,0.8191767160497068,45363793,62427,65635,72999,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_30c4b7062b_01182001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_30c4b7062b_01182001.nii.gz,0.9006015840270064,10.674395988464354,0.8211073837280274,44,34
149,149,0.0,0,64,0.0,99039936,0,64,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_30e2b83b74_04262003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_30e2b83b74_04262003.nii.gz,0.0,0.796225341796875,0.0,1,0
150,150,0.0,0,63,0.0,92319937,0,63,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_30e2b83b74_07212003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_30e2b83b74_07212003.nii.gz,0.0,0.7837843208312988,0.0,2,0
151,151,,0,0,,99040000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_30e2b83b74_09012002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_30e2b83b74_09012002.nii.gz,,0.0,0.0,0,0
152,152,0.9358329312840306,397,534,0.8794041450777202,52152280,6789,7323,7186,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_31ddf5013a_02222001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_31ddf5013a_02222001.nii.gz,0.9358329312840306,2.550409297943115,0.0,4,2
153,153,0.6084897386423435,4906,4022,0.4372872809781923,45424134,6938,10960,11844,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_321bba14bc_03072002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_321bba14bc_03072002.nii.gz,0.6084897386423435,2.699701549530029,1.1072508659362792,7,13
154,154,0.0,0,1,0.0,45439999,0,1,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_32219760da_03132003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_32219760da_03132003.nii.gz,0.0,0.0124410209655761,0.0,1,0
155,155,0.8734690838700071,2396,1003,0.775361839931267,52144869,11732,12735,14128,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_323cc5aff8_11092001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_323cc5aff8_11092001.nii.gz,0.8734690838700071,2.4757631721496582,2.0652094802856444,13,7
156,156,0.871244635193133,26,34,0.7718631178707225,99839737,203,237,229,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_32aa845af1_01262007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_32aa845af1_01262007.nii.gz,0.871244635193133,0.0,0.0,2,2
157,157,0.9034934497816594,921,405,0.8239745121465551,50872467,6207,6612,7128,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_32aa845af1_06152007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_32aa845af1_06152007.nii.gz,0.9034934497816594,1.0574867820739746,2.5006452140808104,14,14
158,158,0.7978446028159222,11629,1164,0.6636784268363216,45401962,25245,26409,36874,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_335a00191d_02162001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_335a00191d_02162001.nii.gz,0.7978446028159222,0.0,1.3311892433166503,13,13
159,159,0.0,0,234,0.0,49919766,0,234,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_345b11778a_10142005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_345b11778a_10142005.nii.gz,0.0,2.911198905944824,0.0,5,0
160,160,,0,0,,54240000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3481507253_06172007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3481507253_06172007.nii.gz,,0.0,0.0,0,0
161,161,,0,0,,55360000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_34aa521b46_03302007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_34aa521b46_03302007.nii.gz,,0.0,0.0,0,0
162,162,0.0,0,17,0.0,52159983,0,17,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_34d3efa936_10222004.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_34d3efa936_10222004.nii.gz,0.0,0.2114973564147949,0.0,3,0
163,163,0.7004210059827166,2281,423,0.5389599317988065,45594135,3161,3584,5442,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_350e91119a_10232005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_350e91119a_10232005.nii.gz,0.7004210059827166,2.973404010772705,3.5208089332580568,17,18
164,164,0.8589983764206319,627,502,0.75284588441331,92315432,3439,3941,4066,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_35c9c85a96_04082005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_35c9c85a96_04082005.nii.gz,0.8589983764206319,0.7340202369689941,0.4851998176574706,23,23
165,165,0.8696580626217868,2791,2092,0.7693760921928872,90378827,16290,18382,19081,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_35c9c85a96_09232005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_35c9c85a96_09232005.nii.gz,0.8696580626217868,0.0,3.956244667053223,65,75
166,166,0.0,0,2,0.0,52799998,0,2,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_35de69968e_10272006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_35de69968e_10272006.nii.gz,0.0,0.0248820419311523,0.0,1,0
167,167,0.4578313253012048,45,45,0.296875,49919872,38,83,83,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_36870de2f2_05142006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_36870de2f2_05142006.nii.gz,0.4578313253012048,0.4105536918640137,0.0,2,1
168,168,0.106276695866213,12250,95,0.0561204985090603,52146921,734,829,12984,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_36bb0257fc_08032003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_36bb0257fc_08032003.nii.gz,0.106276695866213,0.0870871467590332,7.825402187347412,15,32
169,169,0.6463772515685084,2421,11557,0.4775165402010989,100933247,12775,24332,15196,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_36d8219e3f_02092006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_36d8219e3f_02092006.nii.gz,0.6463772515685084,103.40976626586914,8.54698140335083,16,11
170,170,0.8149768615902397,1680,519,0.687730758307299,99032958,4843,5362,6523,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3708f576ec_03082002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3708f576ec_03082002.nii.gz,0.8149768615902397,2.674819507598877,0.1866153144836425,12,8
171,171,0.0,0,30,0.0,48799970,0,30,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_372746cc99_07152006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_372746cc99_07152006.nii.gz,0.0,0.3732306289672851,0.0,1,0
172,172,0.7806603773584906,889,227,0.6402321083172147,45436898,1986,2213,2875,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_37472e737f_06202003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_37472e737f_06202003.nii.gz,0.7806603773584906,0.0248820419311523,0.0,4,3
173,173,0.8560941964725589,5279,563,0.7483957104095783,52136781,17377,17940,22656,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_37952b7ffb_08242002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_37952b7ffb_08242002.nii.gz,0.8560941964725589,0.4727587966918945,4.1553010025024415,15,9
174,174,0.7882218529289572,10708,1526,0.6504671295105854,52124999,22767,24293,33475,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_380f71df1e_08192001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_380f71df1e_08192001.nii.gz,0.7882218529289572,3.744747310638428,17.106403827667236,11,6
175,175,0.0,0,90,0.0,52159910,0,90,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_389462c0ac_03032005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_389462c0ac_03032005.nii.gz,0.0,1.1196918869018555,0.0,3,0
176,176,0.0,0,3,0.0,52159997,0,3,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_389462c0ac_04272003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_389462c0ac_04272003.nii.gz,0.0,0.0373230628967285,0.0,3,0
177,177,0.0,0,145,0.0,56159855,0,145,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_389462c0ac_08292005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_389462c0ac_08292005.nii.gz,0.0,1.8039480400085448,0.0,2,0
178,178,0.0,0,209,0.0,97279791,0,209,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_389c968170_02172006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_389c968170_02172006.nii.gz,0.0,2.60017338180542,0.0,4,0
179,179,0.0,0,632,0.0,100959368,0,632,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_389c968170_08192005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_389c968170_08192005.nii.gz,0.0,7.86272525024414,0.0,2,0
180,180,0.0,0,1075,0.0,52798925,0,1075,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_38a374d01a_05242007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_38a374d01a_05242007.nii.gz,0.0,13.374097537994384,0.0,6,0
181,181,0.0,0,32,0.0,71519968,0,32,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_390129c0d2_04272007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_390129c0d2_04272007.nii.gz,0.0,0.3981126708984375,0.0,1,0
182,182,0.7004799479378508,20139,1953,0.5390297339593114,52112075,25833,27786,45972,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_39159c05c2_02232001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_39159c05c2_02232001.nii.gz,0.7004799479378508,0.0,34.31233582305908,19,32
183,183,0.0,0,1835,0.0,65438165,0,1835,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_39eca178a1_06082003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_39eca178a1_06082003.nii.gz,0.0,22.829273471832277,0.0,3,0
184,184,0.0,0,48,0.0,49439952,0,48,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3a40a26443_10022005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3a40a26443_10022005.nii.gz,0.0,0.5971690063476562,0.0,1,0
185,185,0.0,0,1,0.0,52159999,0,1,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3b14690fce_09072002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3b14690fce_09072002.nii.gz,0.0,0.0124410209655761,0.0,1,0
186,186,0.699748088303248,14868,5275,0.5381634758683939,58836385,23472,28747,38340,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3b1c9155f5_01312003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3b1c9155f5_01312003.nii.gz,0.699748088303248,10.027462898254395,37.6962935256958,63,66
187,187,0.9048689475340556,3313,919,0.8262654460363726,52135641,20127,21046,23440,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3b26172779_11102001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3b26172779_11102001.nii.gz,0.9048689475340556,1.4680404739379882,11.707000728607175,8,6
188,188,0.0,0,56,0.0,45439944,0,56,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3b2a4af482_01262003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3b2a4af482_01262003.nii.gz,0.0,0.6966971740722656,0.0,1,0
189,189,0.9033182364358998,695,1397,0.8236831015592078,45428135,9773,11170,10468,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3b73c2480a_10192001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3b73c2480a_10192001.nii.gz,0.9033182364358998,0.149292251586914,0.0,6,4
190,190,0.0,0,23,0.0,48479977,0,23,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3bce0eb7aa_06032007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3bce0eb7aa_06032007.nii.gz,0.0,0.2861434822082519,0.0,1,0
191,191,0.8839506172839506,26,21,0.7920353982300885,45439774,179,200,205,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3c3050f75e_09052002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3c3050f75e_09052002.nii.gz,0.8839506172839506,0.1741742935180664,0.0,3,1
192,192,0.0683962264150943,182,2188,0.0354090354090354,78877543,87,2275,269,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3c3ee87fc6_06132003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3c3ee87fc6_06132003.nii.gz,0.0683962264150943,27.220953872680663,2.027886417388916,7,3
193,193,0.8587333663781599,6805,4310,0.7524388614192169,52115102,33783,38093,40588,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3c71e8f518_12112000.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3c71e8f518_12112000.nii.gz,0.8587333663781599,2.2767068367004395,6.170746398925781,18,11
194,194,0.0,0,54,0.0,94719946,0,54,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3c94a00f90_05112007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3c94a00f90_05112007.nii.gz,0.0,0.6718151321411132,0.0,3,0
195,195,0.0,0,15,0.0,45439985,0,15,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3cd49210eb_12292002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3cd49210eb_12292002.nii.gz,0.0,0.1866153144836425,0.0,1,0
196,196,0.0,0,185,0.0,52159815,0,185,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3cf68da275_03202003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3cf68da275_03202003.nii.gz,0.0,2.301588878631592,0.0,1,0
197,197,0.8094096999561241,2130,3517,0.6798389840117928,52142362,11991,15508,14121,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3d6f425a76_01282002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3d6f425a76_01282002.nii.gz,0.8094096999561241,10.66195496749878,0.870871467590332,20,9
198,198,0.0,0,224,0.0,52159776,0,224,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3d6f425a76_07222002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3d6f425a76_07222002.nii.gz,0.0,2.7867886962890625,0.0,4,0
199,199,,0,0,,45440000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_3d8b79d739_11282004.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_3d8b79d739_11282004.nii.gz,,0.0,0.0,0,0
