,Unnamed: 0,DICE,FN,FP,IoU,TN,TP,n_pred,n_ref,prediction_file,reference_file,challenge_DICE,challenge_FP,challenge_FN,num_pred_conn_comps,num_gt_conn_comps
0,0,0.8338461538461538,215,217,0.7150395778364116,52158484,1084,1301,1299,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0011f3deaf_03232003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0011f3deaf_03232003.nii.gz,0.8338461538461538,0.8086663627624512,0.0,8,5
1,1,0.9543434086868172,354,1084,0.912673832513512,48783533,15029,16113,15383,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_01140d52d8_08132005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_01140d52d8_08132005.nii.gz,0.9543434086868172,0.58472798538208,0.1244102096557617,5,7
2,2,0.6697932793006102,7098,154,0.5035257068528788,45425393,7355,7509,14453,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0117d7f11f_09132001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0117d7f11f_09132001.nii.gz,0.6697932793006102,0.0,0.0995281677246093,5,5
3,3,0.0,0,69,0.0,46079931,0,69,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0143bab87a_07172005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0143bab87a_07172005.nii.gz,0.0,0.8584304466247559,0.0,1,0
4,4,0.532097704676568,7458,166,0.3624885023831424,52148041,4335,4501,11793,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_01682f60c3_03112002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_01682f60c3_03112002.nii.gz,0.532097704676568,0.3110255241394043,50.18707857513428,5,7
5,5,0.6006680026720107,1976,1013,0.4292533893450448,52154763,2248,3261,4224,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0168f65af8_04042003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0168f65af8_04042003.nii.gz,0.6006680026720107,0.0,11.79408787536621,2,6
6,6,0.7368421052631579,1,4,0.5833333333333334,99039988,7,11,8,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0223010e46_09042003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0223010e46_09042003.nii.gz,0.7368421052631579,0.0,0.0124410209655761,1,2
7,7,,0,0,,37120000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0225325b91_08222005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0225325b91_08222005.nii.gz,,0.0,0.0,0,0
8,8,0.0,0,826,0.0,45439174,0,826,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0410759456_08222003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0410759456_08222003.nii.gz,0.0,10.276283317565918,0.0,3,0
9,9,,0,0,,45440000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0410759456_11072002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0410759456_11072002.nii.gz,,0.0,0.0,0,0
10,10,0.8031764547534659,567,3820,0.6710901184585395,45426662,8951,12771,9518,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_04606080a0_02202003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_04606080a0_02202003.nii.gz,0.8031764547534659,4.901762260437011,0.0,11,2
11,11,0.9003032782939393,617,1454,0.8186832428646472,45428578,9351,10805,9968,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_04a4e1c874_11182001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_04a4e1c874_11182001.nii.gz,0.9003032782939393,11.40841622543335,0.0,9,2
12,12,0.845674740484429,683,432,0.7326139088729017,45435830,3055,3487,3738,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_04ab5c61c9_11222002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_04ab5c61c9_11222002.nii.gz,0.845674740484429,1.1196918869018555,0.0,5,3
13,13,0.0,0,64,0.0,51839936,0,64,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_05808cf24e_03182006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_05808cf24e_03182006.nii.gz,0.0,0.796225341796875,0.0,4,0
14,14,0.4860774160842959,12335,1858,0.3210715139918679,65579095,6712,8570,19047,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_05808cf24e_07291999.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_05808cf24e_07291999.nii.gz,0.4860774160842959,21.560289333343505,77.8434681816101,13,18
15,15,0.0,0,8,0.0,52159992,0,8,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_05bed31780_11242003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_05bed31780_11242003.nii.gz,0.0,0.0995281677246093,0.0,2,0
16,16,0.0,0,273,0.0,92319727,0,273,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_05d8640f52_02242005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_05d8640f52_02242005.nii.gz,0.0,3.396398723602295,0.0,3,0
17,17,0.8312387791741472,0,188,0.7112135176651305,40639349,463,651,463,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_06a46414eb_03122006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_06a46414eb_03122006.nii.gz,0.8312387791741472,1.2067790336608886,0.0,3,1
18,18,0.0,0,68,0.0,38719932,0,68,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_06d55e8295_04172003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_06d55e8295_04172003.nii.gz,0.0,0.8459894256591797,0.0,9,0
19,19,0.6609118337244385,6004,2088,0.4935536362498435,45424022,7886,9974,13890,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_06e7c24059_04222005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_06e7c24059_04222005.nii.gz,0.6609118337244385,8.472335277557374,31.413577938079836,26,30
20,20,0.0,0,3436,0.0,38876564,0,3436,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_072833774e_07232006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_072833774e_07232006.nii.gz,0.0,42.747348037719725,0.0,5,0
21,21,0.9166749666341308,4611,3755,0.8461679905854663,45385616,46018,49773,50629,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_07574bfa00_04202003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_07574bfa00_04202003.nii.gz,0.9166749666341308,1.6297737464904785,0.3359075660705566,6,11
22,22,0.0,0,131,0.0,45439869,0,131,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_07b7e9abfc_02102003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_07b7e9abfc_02102003.nii.gz,0.0,1.6297737464904785,0.0,2,0
23,23,,0,0,,94080000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_07fec0d985_05042006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_07fec0d985_05042006.nii.gz,,0.0,0.0,0,0
24,24,0.0,0,73,0.0,41439927,0,73,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_080922db5a_01282006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_080922db5a_01282006.nii.gz,0.0,0.9081945304870606,0.0,4,0
25,25,,0,0,,49440000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_08198c4f0c_11102005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_08198c4f0c_11102005.nii.gz,,0.0,0.0,0,0
26,26,0.853230743774303,902,2646,0.7440300122646274,52146139,10313,12959,11215,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_08212d7f6c_09112003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_08212d7f6c_09112003.nii.gz,0.853230743774303,0.0870871467590332,0.0,3,2
27,27,0.0,0,1036,0.0,52158964,0,1036,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_098c4b7b87_08312003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_098c4b7b87_08312003.nii.gz,0.0,12.888897720336914,0.0,7,0
28,28,0.7205293685156442,1780,1641,0.5631464691610267,94872169,4410,6051,6190,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_09ee00bdc6_09302005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_09ee00bdc6_09302005.nii.gz,0.7205293685156442,2.6374964447021485,0.0,12,9
29,29,,0,0,,48640000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0af7ffe12a_08122005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0af7ffe12a_08122005.nii.gz,,0.0,0.0,0,0
30,30,0.8231264780233222,2500,4007,0.6994179600886918,52138352,15141,19148,17641,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0b57b247b6_05022002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0b57b247b6_05022002.nii.gz,0.8231264780233222,6.220510482788086,0.0,12,4
31,31,0.8665888091230721,6210,1558,0.7645846592114435,52127003,25229,26787,31439,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0b98dbe00d_08112002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0b98dbe00d_08112002.nii.gz,0.8665888091230721,0.3981126708984375,9.8159655418396,21,21
32,32,0.9082098362966748,5845,4573,0.8318538364698667,52098042,51540,56113,57385,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0beb67c923_07251999.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0beb67c923_07251999.nii.gz,0.9082098362966748,2.2145017318725584,0.149292251586914,9,13
33,33,0.0,0,13,0.0,52159987,0,13,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0c13e4df10_10112003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0c13e4df10_10112003.nii.gz,0.0,0.1617332725524902,0.0,3,0
34,34,0.4181745381051347,7204,23311,0.2643619970588944,52118519,10966,34277,18170,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0cda25453b_10122003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0cda25453b_10122003.nii.gz,0.4181745381051347,17.890188148498535,86.07942406082154,96,115
35,35,0.8060544118362778,3539,446,0.6751182129463558,45427734,8281,8727,11820,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0e2034240b_01312003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0e2034240b_01312003.nii.gz,0.8060544118362778,0.1119691886901855,12.441020965576172,3,5
36,36,,0,0,,52160000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0e9a98ecda_02202003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0e9a98ecda_02202003.nii.gz,,0.0,0.0,0,0
37,37,0.8801375321629438,8039,2489,0.7859335922409061,52110819,38653,41142,46692,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0ea07b421b_10272001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0ea07b421b_10272001.nii.gz,0.8801375321629438,0.1119691886901855,37.63408842086792,21,27
38,38,0.4152249134948096,124,383,0.2620087336244541,45439313,180,563,304,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0f4ee9e078_02102005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0f4ee9e078_02102005.nii.gz,0.4152249134948096,4.167742023468017,1.530245578765869,5,2
39,39,0.6174698795180723,238,16,0.4466230936819172,45439541,205,221,443,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0fa313309d_04232005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0fa313309d_04232005.nii.gz,0.6174698795180723,0.0497640838623046,0.0,5,3
40,40,,0,0,,46080000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_0fa313309d_10032005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_0fa313309d_10032005.nii.gz,,0.0,0.0,0,0
41,41,0.5368098159509203,47,255,0.3668763102725367,54079523,175,430,222,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1019ae8551_04062007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1019ae8551_04062007.nii.gz,0.5368098159509203,3.060491157531738,0.0,4,2
42,42,0.1639985335451546,6627,214,0.0893237486687966,45432488,671,885,7298,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_108c1763d4_09302004.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_108c1763d4_09302004.nii.gz,0.1639985335451546,2.550409297943115,0.0124410209655761,6,2
43,43,0.6750291715285881,787,327,0.5094671950682519,45437729,1157,1484,1944,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_119165872d_02122005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_119165872d_02122005.nii.gz,0.6750291715285881,1.6546557884216309,1.891035186767578,7,9
44,44,0.0625,200,10,0.032258064516129,45439783,7,17,207,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_11afab3485_05252003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_11afab3485_05252003.nii.gz,0.0625,0.1244102096557617,1.2565431175231934,4,3
45,45,0.8475142248291923,4177,2764,0.735379336637438,45413770,19289,22053,23466,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_11e258cc1f_03062003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_11e258cc1f_03062003.nii.gz,0.8475142248291923,17.566721603393553,3.060491157531738,15,4
46,46,0.7578947368421053,227,3,0.6101694915254238,52159410,360,363,587,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_12025abab5_11012004.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_12025abab5_11012004.nii.gz,0.7578947368421053,0.0248820419311523,0.0,7,5
47,47,0.8611471580586556,149,921,0.7561531449407475,104475612,3318,4239,3467,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1253499c80_10072005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1253499c80_10072005.nii.gz,0.8611471580586556,8.895329990386962,0.0,16,5
48,48,0.6588278508202808,80705,4746,0.4912328750811219,47832043,82506,87252,163211,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1285b86bea_02242006.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1285b86bea_02242006.nii.gz,0.6588278508202808,9.044622241973876,229.23825231170653,544,1057
49,49,0.8091064772841745,1642,253,0.6794112671290814,58874089,4016,4269,5658,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1291700093_07132003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1291700093_07132003.nii.gz,0.8091064772841745,0.0622051048278808,0.6469330902099609,6,5
50,50,0.587222123150931,93450,1453,0.4156507068617309,51997592,67505,68958,160955,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_13b40a817b_02182001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_13b40a817b_02182001.nii.gz,0.587222123150931,5.94680802154541,77.52000163650513,103,95
51,51,0.8971974522292994,167,1447,0.8135612798891071,85591343,7043,8490,7210,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_13f476b02b_11192001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_13f476b02b_11192001.nii.gz,0.8971974522292994,2.003004375457764,0.0,4,2
52,52,,0,0,,105760000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_141fffa2a9_03012003.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_141fffa2a9_03012003.nii.gz,,0.0,0.0,0,0
53,53,0.8299733500548675,8900,1946,0.7093627739964629,52122682,26472,28418,35372,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1472967bef_12212002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1472967bef_12212002.nii.gz,0.8299733500548675,0.4603177757263184,0.0,12,10
54,54,0.8860695949800342,4002,991,0.7954443033307387,52135591,19416,20407,23418,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_147a9fcff3_08162001.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_147a9fcff3_08162001.nii.gz,0.8860695949800342,1.2814251594543458,3.9935677299499512,5,3
55,55,0.0,0,371,0.0,45439629,0,371,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_14929994cf_04302005.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_14929994cf_04302005.nii.gz,0.0,4.61561877822876,0.0,3,0
56,56,0.8058224163027656,658,9,0.6747927840078011,52157949,1384,1393,2042,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_14c4d2c208_09222002.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_14c4d2c208_09222002.nii.gz,0.8058224163027656,0.0373230628967285,1.157014949798584,4,4
57,57,0.862992125984252,2541,243,0.7590027700831025,52148448,8768,9011,11309,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_154e94256c_11252000.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_154e94256c_11252000.nii.gz,0.862992125984252,0.5598459434509278,2.712142570495605,7,5
58,58,,0,0,,50400000,0,0,0,/well/papiez/users/hri611/python/nnUNet_results/Dataset219_PETCT/nnUNetTrainer_1500epochs_NoMirroring__nnUNetPlans__3d_fullres/crossval_results_folds_0_1_2_3_4/PETCT_1553bd8c8f_06142007.nii.gz,/well/papiez/users/hri611/python/nnUnet_raw/Dataset219_PETCT/labelsTr/PETCT_1553bd8c8f_06142007.nii.gz,,0.0,0.0,0,0
