,image,DICE,challenge_FP,challenge_FN
356,PETCT_2a78eed085_12222001.nii.gz,0.7643160577740017,0.0,1.124
357,PETCT_2ce074c2ea_02042006.nii.gz,0.9380530973451328,0.0,0.0
358,PETCT_7a77b26403_10202000.nii.gz,0.6858892574636387,0.023,1.704
359,PETCT_ebb0045704_09272002.nii.gz,0.8889804083073484,0.176,0.004
360,PETCT_bb45bfcffd_01032003.nii.gz,0.3009771986970684,0.032,2.234
361,PETCT_47f4460050_08062006.nii.gz,,0.0,0.0
362,PETCT_8c8cd2699c_01182004.nii.gz,0.9288242233582383,0.025,0.0
363,PETCT_cbbc9e2879_06282007.nii.gz,,0.0,0.0
364,PETCT_0b57b247b6_05022002.nii.gz,0.8177576116940369,0.596,0.0
365,PETCT_8e905366fe_04272001.nii.gz,0.7837259100642399,0.0,0.0
366,PETCT_f1594a7d8a_04252003.nii.gz,0.0,0.862,0.0
367,PETCT_7d01eb835d_03312002.nii.gz,0.1205895489057615,0.252,1.705
368,PETCT_9a83943958_08032003.nii.gz,0.0,0.245,0.0
369,PETCT_605369e88d_09152002.nii.gz,0.8126231187455677,0.0,0.0
370,PETCT_61663450f8_08162003.nii.gz,0.868636402790938,0.038,0.0
371,PETCT_17d334cb6c_08282000.nii.gz,0.9195147431933991,0.234,0.0
372,PETCT_27d69a8466_12162001.nii.gz,0.36118247277200854,0.0,5.464
373,PETCT_faf4a6dbaa_01102003.nii.gz,0.631424375917768,0.0,0.403
374,PETCT_c252d734a0_08092003.nii.gz,0.9183673469387755,0.052000000000000005,0.0
375,PETCT_4785066413_08242006.nii.gz,0.0,1.583,0.0
376,PETCT_a21200dcba_03102005.nii.gz,,0.0,0.0
377,PETCT_b6a3c72db6_07132002.nii.gz,0.44086021505376344,0.0,0.629
378,PETCT_92c3de23f5_10082005.nii.gz,,0.0,0.0
379,PETCT_dd975744e7_09232001.nii.gz,0.8600439713029391,0.0,0.554
380,PETCT_d3dac0d1cd_08092003.nii.gz,0.9352822495308775,0.075,0.001
381,PETCT_48d5467561_01272006.nii.gz,,0.0,0.0
382,PETCT_9b9d67b3ff_07122003.nii.gz,0.0,0.095,0.0
383,PETCT_30e2b83b74_07212003.nii.gz,,0.0,0.0
384,PETCT_d8d9e52cd5_07042004.nii.gz,0.8158212560386473,0.14300000000000002,0.11
385,PETCT_7b9d625330_11172002.nii.gz,0.0,0.011,0.0
386,PETCT_a4cb97ffc7_07112005.nii.gz,0.0,0.987,0.0
387,PETCT_a25083ff81_08282003.nii.gz,0.0,2.8930000000000002,0.0
388,PETCT_0c13e4df10_10112003.nii.gz,,0.0,0.0
389,PETCT_465176d213_05162002.nii.gz,0.7603883495145631,0.024,0.0
390,PETCT_607c1b38e3_04142007.nii.gz,0.0,0.152,0.0
391,PETCT_62ced197ca_04142003.nii.gz,0.8860915492957746,0.0,0.0
392,PETCT_e9be8ec30f_12122002.nii.gz,0.7944596696540996,0.343,0.34
393,PETCT_7365362464_03222007.nii.gz,0.0,0.084,0.0
394,PETCT_5c57a98a43_02242005.nii.gz,,0.0,0.0
395,PETCT_5d994c3f44_03052006.nii.gz,0.8148148148148148,0.0,0.0
396,PETCT_73fda3a382_08122005.nii.gz,0.9345198565546553,0.234,0.003
397,PETCT_05bed31780_11242003.nii.gz,,0.0,0.0
398,PETCT_01682f60c3_03112002.nii.gz,0.6601115837154062,0.0,3.759
399,PETCT_1a90052cb2_06222001.nii.gz,0.5876089060987415,0.671,0.0
400,PETCT_98c6af8b90_05262003.nii.gz,0.9237034178701324,0.017,0.0
401,PETCT_fe705ea1cc_12292002.nii.gz,0.762628788636591,0.213,2.586
402,PETCT_b0e002e974_03112007.nii.gz,,0.0,0.0
403,PETCT_c799ccc2f6_08262002.nii.gz,0.9118885649497894,0.012,0.048
404,PETCT_d8e3aa97a0_05192005.nii.gz,0.0,0.081,0.0
405,PETCT_e4e99dbb47_07172005.nii.gz,,0.0,0.0
406,PETCT_f24f3ce1da_09142001.nii.gz,0.9278140885984023,0.114,0.0
407,PETCT_d63f6162a6_07082005.nii.gz,0.7846816364195632,0.078,0.183
408,PETCT_b52920038c_06072003.nii.gz,0.8390332079652468,0.0,0.211
409,PETCT_0168f65af8_04042003.nii.gz,0.42405816259087903,0.0,0.9480000000000001
410,PETCT_1019ae8551_04062007.nii.gz,0.8687350835322196,0.0,0.0
411,PETCT_94962fe878_06012007.nii.gz,0.8858603066439523,0.015,0.0
412,PETCT_b92d7f441e_03222007.nii.gz,,0.0,0.0
413,PETCT_d626611daf_04032003.nii.gz,,0.0,0.0
414,PETCT_7b42056ee3_10132002.nii.gz,0.8505135169163803,0.0,0.0
415,PETCT_f603eeceba_03172003.nii.gz,,0.0,0.0
416,PETCT_fde79b6aa9_02232003.nii.gz,,0.0,0.0
417,PETCT_75d1080946_07282003.nii.gz,0.0,0.268,0.0
418,PETCT_de118d7ab9_06022001.nii.gz,0.0,0.0,1.7690000000000001
419,PETCT_af73b85f2c_06192003.nii.gz,0.9482614410323814,0.0,0.0
420,PETCT_17b46d7275_11132003.nii.gz,,0.0,0.0
421,PETCT_3b14690fce_09072002.nii.gz,0.0,0.016,0.0
422,PETCT_b509ace2a2_05272002.nii.gz,0.8218722422103047,0.018000000000000002,0.043000000000000003
423,PETCT_c094a24c03_03042007.nii.gz,0.0,0.019,0.0
424,PETCT_84e7715ed9_01042002.nii.gz,0.7305825242718447,3.4290000000000003,0.0
425,PETCT_94986389d4_11112002.nii.gz,0.7605388961321164,0.0,0.8260000000000001
426,PETCT_ca47fe5e7d_09012003.nii.gz,0.9011394014897869,1.026,0.073
427,PETCT_bef465b4ad_05042007.nii.gz,0.0,0.533,0.0
428,PETCT_389462c0ac_08292005.nii.gz,0.0,0.085,0.0
429,PETCT_62b114e09b_03272003.nii.gz,0.9179157744468237,0.0,0.0
430,PETCT_a8a5e96821_03112005.nii.gz,0.0,0.11,0.0
431,PETCT_e4e5baf901_02142005.nii.gz,0.0,0.022,0.0
432,PETCT_6d62e15c29_02232007.nii.gz,0.9540372670807453,0.0,0.0
433,PETCT_ae6a37a9d6_09152002.nii.gz,0.0,0.08,0.0
434,PETCT_2202a936e0_05312002.nii.gz,0.800054704595186,0.023,0.136
435,PETCT_0410759456_11072002.nii.gz,,0.0,0.0
436,PETCT_5ef99b0b6b_09072000.nii.gz,0.9256458793794482,0.099,0.002
437,PETCT_aea7906fd2_12162001.nii.gz,0.7686949395615652,0.029,0.465
438,PETCT_9ad7dffae6_05222003.nii.gz,,0.0,0.0
439,PETCT_dd8f9f217c_02152004.nii.gz,0.7534976682211859,0.186,0.391
440,PETCT_cd50f3fec4_12012002.nii.gz,,0.0,0.0
441,PETCT_37472e737f_06202003.nii.gz,0.7821370457421805,0.0,0.0
442,PETCT_a8a5e96821_09302005.nii.gz,,0.0,0.0
443,PETCT_57c05962c1_09302005.nii.gz,,0.0,0.0
444,PETCT_7ef5343426_05122005.nii.gz,0.0,3.513,0.0
445,PETCT_fa45f610c4_10072004.nii.gz,,0.0,0.0
446,PETCT_4a255db7bd_05242003.nii.gz,0.49002394253790904,0.082,0.304
447,PETCT_08212d7f6c_09112003.nii.gz,0.859345584939489,0.0,0.0
448,PETCT_72ee9ec897_11122001.nii.gz,0.8301941466241669,0.41300000000000003,0.0
449,PETCT_f1501b1f45_03202005.nii.gz,0.889030856704785,0.14,0.116
450,PETCT_870181d7fd_10312004.nii.gz,0.6382445141065831,0.352,0.0
451,PETCT_81debf13a1_03092006.nii.gz,,0.0,0.0
452,PETCT_c6730783de_01052006.nii.gz,,0.0,0.0
453,PETCT_993d40ea7e_12252005.nii.gz,0.0,0.256,0.0
454,PETCT_f4a5ebd915_10032003.nii.gz,0.0,0.328,0.0
455,PETCT_1285b86bea_02242006.nii.gz,0.8534290990913136,0.559,10.02
456,PETCT_581fa95eb0_03242003.nii.gz,0.9305352636472307,0.0,0.0
457,PETCT_ae6a37a9d6_02102005.nii.gz,0.0,0.136,0.0
458,PETCT_c08293f2b2_07132006.nii.gz,0.0,0.125,0.0
459,PETCT_0e2034240b_01312003.nii.gz,0.7855082730354703,0.0,0.089
460,PETCT_ca62984a81_08072003.nii.gz,0.0,12.613,0.0
461,PETCT_323cc5aff8_11092001.nii.gz,0.8742080106710142,0.308,0.001
462,PETCT_193dea6ac7_04102003.nii.gz,,0.0,0.0
463,PETCT_372746cc99_07152006.nii.gz,0.0,0.055,0.0
464,PETCT_1ac497ed9d_10282004.nii.gz,,0.0,0.0
465,PETCT_b0e002e974_09232005.nii.gz,,0.0,0.0
466,PETCT_901573a747_05132005.nii.gz,0.6894495259155023,1.224,1.2710000000000001
467,PETCT_ea6c621616_08082005.nii.gz,0.6944198405668733,0.306,0.0
468,PETCT_402c061122_08252003.nii.gz,,0.0,0.0
469,PETCT_7d8aa1e94d_10042002.nii.gz,,0.0,0.0
470,PETCT_5fa9d9a820_03242003.nii.gz,0.0,0.011,0.0
471,PETCT_1553bd8c8f_06142007.nii.gz,,0.0,0.0
472,PETCT_dc6174cb5d_12152002.nii.gz,0.8902420177417859,0.539,0.064
473,PETCT_b04be2846e_11152004.nii.gz,0.7974692645049968,0.494,0.612
474,PETCT_4cc808d16f_06112006.nii.gz,,0.0,0.0
475,PETCT_1f65acff65_05062007.nii.gz,0.0,0.0,0.039
476,PETCT_ab1fa26e5e_06232001.nii.gz,0.634718826405868,0.0,0.374
477,PETCT_be0d3c767e_05292006.nii.gz,,0.0,0.0
478,PETCT_548213edf7_09192005.nii.gz,0.9122250842084406,0.0,0.343
479,PETCT_be3e55a32f_04052001.nii.gz,0.8578083148946082,0.026000000000000002,0.001
480,PETCT_49f3d297b0_07242003.nii.gz,0.6713225665648188,0.0,0.07200000000000001
481,PETCT_dae86b88e2_06212003.nii.gz,0.0,1.107,0.0
482,PETCT_d4f3375362_05272005.nii.gz,0.46688382193268185,3.082,0.653
483,PETCT_2716c9bfff_10042003.nii.gz,0.0,0.491,0.0
484,PETCT_7a262070a9_11252005.nii.gz,,0.0,0.0
485,PETCT_631b419cef_11232006.nii.gz,,0.0,0.0
486,PETCT_7e5729ea40_02212003.nii.gz,0.8278961867478614,0.094,0.0
487,PETCT_3c71e8f518_12112000.nii.gz,0.8231040884409765,0.212,1.063
488,PETCT_9a583160ea_06212007.nii.gz,0.9405306495882891,0.157,0.052000000000000005
489,PETCT_6b20c7eabb_07312003.nii.gz,,0.0,0.0
490,PETCT_e5d50c5569_08242006.nii.gz,,0.0,0.0
491,PETCT_176bdc5388_06222006.nii.gz,,0.0,0.0
492,PETCT_b41bc7c1e5_03122005.nii.gz,0.864406779661017,0.0,0.0
493,PETCT_d9da6129f8_04142002.nii.gz,0.8296047395879388,0.039,0.001
494,PETCT_249c02c01c_07262003.nii.gz,,0.0,0.0
495,PETCT_15cfa01130_02242001.nii.gz,0.9078395134785736,0.032,0.4
496,PETCT_4ef69de4e1_10252002.nii.gz,,0.0,0.0
497,PETCT_548bd05667_04242004.nii.gz,0.8024475524475524,0.0,0.0
498,PETCT_f8aac0e202_02262006.nii.gz,,0.0,0.0
499,PETCT_40f0749cb7_10062001.nii.gz,0.8761734812630926,0.0,0.26
500,PETCT_7a8a062ed5_03122005.nii.gz,0.7817134880474612,0.772,0.001
501,PETCT_c2b776974a_05092005.nii.gz,0.0,0.209,0.0
502,PETCT_af119148fe_10052003.nii.gz,,0.0,0.0
503,PETCT_cb1f5e74ab_06142001.nii.gz,0.26142171286975374,0.271,4.26
504,PETCT_c9f1b9980f_09152003.nii.gz,,0.0,0.0
505,PETCT_d103e57f0e_12122002.nii.gz,0.0,0.715,0.0
506,PETCT_1a90052cb2_09062003.nii.gz,0.0,0.552,0.0
507,PETCT_3c94a00f90_05112007.nii.gz,0.0,0.013000000000000001,0.0
508,PETCT_c4a686881e_04231999.nii.gz,0.7996210967894719,0.027,0.927
509,PETCT_fcdbe15200_12142003.nii.gz,0.885167067407346,0.0,0.005
510,PETCT_7abe274c10_09212006.nii.gz,0.0,0.037,0.0
511,PETCT_389c968170_02172006.nii.gz,0.0,0.013000000000000001,0.0
512,PETCT_37952b7ffb_08242002.nii.gz,0.8862940187475529,0.031,0.334
513,PETCT_411801de5a_08252002.nii.gz,0.0,0.107,0.0
514,PETCT_6b177a3c28_06302005.nii.gz,,0.0,0.0
515,PETCT_5e339b2ecf_05272006.nii.gz,,0.0,0.0
516,PETCT_f8314eb3f7_03142003.nii.gz,,0.0,0.0
517,PETCT_38a374d01a_05242007.nii.gz,0.0,0.919,0.0
518,PETCT_6dd36a2c19_11282003.nii.gz,,0.0,0.0
519,PETCT_0117d7f11f_09132001.nii.gz,0.7328086164043082,0.0,0.008
520,PETCT_9c68e484a7_08142003.nii.gz,,0.0,0.0
521,PETCT_1a1712f7d0_07052001.nii.gz,0.5320746916557569,5.091,0.372
522,PETCT_34aa521b46_03302007.nii.gz,0.0,0.211,0.0
523,PETCT_c38b168f1a_04152006.nii.gz,0.0,0.02,0.0
524,PETCT_ae46202abb_02282003.nii.gz,0.0,0.014,0.0
525,PETCT_345b11778a_10142005.nii.gz,0.0,0.085,0.0
526,PETCT_3d6f425a76_07222002.nii.gz,0.0,0.057,0.0
527,PETCT_a2a68bbe97_08212003.nii.gz,0.9618074233458849,0.0,0.0
528,PETCT_41f4d41517_11132004.nii.gz,0.0,0.054,0.0
529,PETCT_a1bc00ad60_08102006.nii.gz,0.0,0.03,0.0
530,PETCT_41fadf6520_02272003.nii.gz,0.0157600406710727,3.85,0.0
531,PETCT_182bdeba22_05102007.nii.gz,0.0,0.436,0.0
532,PETCT_dadcd69ba9_05192005.nii.gz,0.8284023668639053,0.012,0.0
533,PETCT_e5b1d6b4bd_10232004.nii.gz,,0.0,0.0
534,PETCT_f0a1a38a3b_03272005.nii.gz,0.0,0.016,0.0
535,PETCT_674c49778c_12222002.nii.gz,0.0,4.338,0.0
536,PETCT_8ec13728df_10141999.nii.gz,0.7527817231746498,0.061,7.0600000000000005
537,PETCT_1fe6e48293_06262003.nii.gz,0.857436546216494,0.093,0.014
538,PETCT_bc80d06f97_02182002.nii.gz,0.8515194457565738,0.17400000000000002,0.0
539,PETCT_9a66a81ad1_10212005.nii.gz,,0.0,0.0
540,PETCT_e207c7a1a4_12232005.nii.gz,,0.0,0.0
541,PETCT_39eca178a1_06082003.nii.gz,0.0,0.059000000000000004,0.0
542,PETCT_3d8b79d739_11282004.nii.gz,,0.0,0.0
543,PETCT_3d6f425a76_01282002.nii.gz,0.8493310063990692,0.397,0.88
544,PETCT_07fec0d985_05042006.nii.gz,0.0,0.025,0.0
545,PETCT_d8d9e52cd5_10072005.nii.gz,0.32492336713039377,0.113,7.926
546,PETCT_8c5d99b459_05042007.nii.gz,0.0,0.158,0.0
547,PETCT_1956667fce_07282005.nii.gz,0.9255244243357988,1.6480000000000001,0.20500000000000002
548,PETCT_69aa8dbfd2_05242003.nii.gz,,0.0,0.0
549,PETCT_1f2a4f4280_12202002.nii.gz,,0.0,0.0
550,PETCT_f65602d938_03252007.nii.gz,0.863387055944646,0.197,0.291
551,PETCT_b66ba83594_03132003.nii.gz,0.0,0.016,0.0
552,PETCT_8af3757198_12032006.nii.gz,0.0,0.018000000000000002,0.0
553,PETCT_62011ff15b_05052005.nii.gz,0.9255560307955517,0.0,0.994
554,PETCT_1b199d094d_03162002.nii.gz,0.15472779369627507,0.01,0.27
555,PETCT_20f4a3aa02_03172005.nii.gz,0.0,2.48,0.0
556,PETCT_cbbc9e2879_03312006.nii.gz,,0.0,0.0
557,PETCT_2716c9bfff_10312002.nii.gz,,0.0,0.0
558,PETCT_223f70f0b0_11292003.nii.gz,0.8239905919247354,0.057,0.0
559,PETCT_c517c47bed_02062003.nii.gz,0.9091173617846751,0.067,0.078
560,PETCT_fde79b6aa9_08162003.nii.gz,,0.0,0.0
561,PETCT_80f21e1ed0_11122006.nii.gz,0.0,0.012,0.0
562,PETCT_ca16242e89_09132002.nii.gz,0.0,0.034,0.0
563,PETCT_30e2b83b74_04262003.nii.gz,0.0,0.292,0.0
564,PETCT_c018b45a49_11262006.nii.gz,0.0,0.05,0.0
565,PETCT_8f2878df50_02212003.nii.gz,,0.0,0.0
566,PETCT_3cf68da275_03202003.nii.gz,0.0,0.101,0.0
567,PETCT_c094a24c03_01292006.nii.gz,,0.0,0.0
568,PETCT_ea9302fb0f_08232003.nii.gz,0.8313928417421302,0.185,0.12
569,PETCT_09ee00bdc6_09302005.nii.gz,0.8223048327137547,0.0,0.0
570,PETCT_7948aa0e26_08102001.nii.gz,0.61688368434851,0.0,3.223
571,PETCT_d64d6a87c8_12182004.nii.gz,,0.0,0.0
572,PETCT_2ad62beb52_03082003.nii.gz,,0.0,0.0
573,PETCT_6d62e15c29_08242006.nii.gz,0.0,0.013000000000000001,0.0
574,PETCT_6016a6c3af_07012002.nii.gz,0.0,0.07100000000000001,0.0
575,PETCT_cab58c1fee_03192007.nii.gz,0.7081545064377682,0.061,0.0
576,PETCT_4bab91dccd_01052006.nii.gz,,0.0,0.0
577,PETCT_2dac5ef654_11042000.nii.gz,0.3597185576077397,3.245,0.0
578,PETCT_b510436d83_11102002.nii.gz,0.4616915422885572,0.502,0.0
579,PETCT_d32cf972af_03132003.nii.gz,,0.0,0.0
580,PETCT_f8aac0e202_07302006.nii.gz,,0.0,0.0
581,PETCT_1291700093_07132003.nii.gz,0.7980584487814744,0.0,0.052000000000000005
582,PETCT_4095c12e2d_11302006.nii.gz,,0.0,0.0
583,PETCT_d325897ff4_05102007.nii.gz,,0.0,0.0
584,PETCT_1f2a4f4280_06122005.nii.gz,,0.0,0.0
585,PETCT_ed9dca00d2_09252004.nii.gz,0.8435447316867053,0.464,0.007
586,PETCT_2716c9bfff_11202004.nii.gz,,0.0,0.0
587,PETCT_d8a92bafe3_03182007.nii.gz,0.6352175681171208,0.042,0.612
588,PETCT_8a52353a72_02172003.nii.gz,0.7618477023545623,0.848,8.84
589,PETCT_6170317f2e_02182000.nii.gz,0.8978831299015272,0.626,0.492
590,PETCT_0b98dbe00d_08112002.nii.gz,0.8634413477972723,0.0,0.392
591,PETCT_24cb79a92b_04132003.nii.gz,0.0,0.047,0.0
592,PETCT_9a66a81ad1_05132006.nii.gz,0.0,0.077,0.0
593,PETCT_8e02f36295_11082004.nii.gz,0.49571020019065776,0.08600000000000001,0.303
594,PETCT_c596a50286_05162003.nii.gz,0.0,1.058,0.0
595,PETCT_28a0a0a163_10222004.nii.gz,,0.0,0.0
596,PETCT_154e94256c_11252000.nii.gz,0.8500698357655445,0.435,0.361
597,PETCT_7d97f7a102_04212002.nii.gz,0.8459399648187028,0.0,0.0
598,PETCT_960c5f4262_01162003.nii.gz,,0.0,0.0
599,PETCT_62405d117c_03112001.nii.gz,0.9404563661730951,0.0,0.001
600,PETCT_963a71819a_10292001.nii.gz,0.8953692453084919,0.0,0.0
601,PETCT_c787334539_01052003.nii.gz,0.0,0.045,0.0
602,PETCT_c227131152_10262003.nii.gz,,0.0,0.0
603,PETCT_30c4b7062b_01182001.nii.gz,0.8696280960282543,0.5630000000000001,0.893
604,PETCT_1fcfa34d10_09192003.nii.gz,0.9148552087250846,0.9530000000000001,0.0
605,PETCT_bf7652bccc_11252002.nii.gz,0.8326678218940706,0.137,0.588
606,PETCT_8311aeddb9_11132003.nii.gz,,0.0,0.0
607,PETCT_e6f6c84ec5_11052005.nii.gz,0.0,0.11900000000000001,0.0
608,PETCT_a3df01d3a3_10052002.nii.gz,0.8380411883571951,0.0,0.496
609,PETCT_e4749cda88_11032005.nii.gz,0.7512721476304335,0.082,0.053
610,PETCT_1cb2d26a19_06042007.nii.gz,,0.0,0.0
611,PETCT_141fffa2a9_03012003.nii.gz,0.0,0.065,0.0
612,PETCT_1bb48bfb40_12022000.nii.gz,0.8164019083121014,0.036000000000000004,1.1420000000000001
613,PETCT_e4712dc58c_02121999.nii.gz,0.7903405072244114,0.0,0.275
614,PETCT_b53ba7c6bf_11212003.nii.gz,0.6775106959055867,5.388,0.733
615,PETCT_bacc741e2c_01282002.nii.gz,0.8452217364147407,0.0,0.499
616,PETCT_05d8640f52_02242005.nii.gz,,0.0,0.0
617,PETCT_f2f28337ba_05032001.nii.gz,0.7605749486652977,0.0,0.063
618,PETCT_9f206193d3_08042003.nii.gz,,0.0,0.0
619,PETCT_c395306306_08242002.nii.gz,0.0,0.043000000000000003,0.0
620,PETCT_173b804eda_10112004.nii.gz,0.0,0.459,0.0
621,PETCT_73597f33fe_05172007.nii.gz,0.8366467010044981,0.171,0.317
622,PETCT_5001354a69_11282002.nii.gz,,0.0,0.0
623,PETCT_d626611daf_11122004.nii.gz,0.0,0.10400000000000001,0.0
624,PETCT_72725f2bda_07062007.nii.gz,,0.0,0.0
625,PETCT_78355d1d4f_01232006.nii.gz,0.0,0.019,0.0
626,PETCT_85b69fed1c_01212006.nii.gz,,0.0,0.0
627,PETCT_a1db71e797_03252005.nii.gz,0.9514335868929198,0.0,0.0
628,PETCT_d0ea6c975f_10112002.nii.gz,0.0,0.068,0.0
629,PETCT_b79961f3f6_07072007.nii.gz,,0.0,0.0
630,PETCT_9902caa7ec_08132006.nii.gz,0.0,0.083,0.0
631,PETCT_0143bab87a_07172005.nii.gz,0.0,0.128,0.0
632,PETCT_7ce196485f_01192006.nii.gz,0.876604146100691,0.032,0.0
633,PETCT_c2ffda4725_09192003.nii.gz,,0.0,0.0
634,PETCT_2791a0b3c2_08292005.nii.gz,0.0,0.11,0.0
635,PETCT_5e339b2ecf_04032003.nii.gz,,0.0,0.0
636,PETCT_d65cf203be_04282007.nii.gz,0.8130081300813008,0.0,0.0
637,PETCT_ede28cc3c2_01042001.nii.gz,0.8000682593856655,0.044,0.0
638,PETCT_d5e2aa7feb_04172003.nii.gz,0.0,0.279,0.0
639,PETCT_8b40e356dc_06182007.nii.gz,0.0,0.115,0.0
640,PETCT_ca29501275_11042004.nii.gz,0.0,2.649,0.0
641,PETCT_644d80e987_02152003.nii.gz,0.5655010875020914,0.0,0.0
642,PETCT_7a3a27371a_04132006.nii.gz,,0.0,0.0
643,PETCT_8eb3998417_07032004.nii.gz,0.0,0.323,0.0
644,PETCT_b621742469_11042004.nii.gz,,0.0,0.0
645,PETCT_bd76c8d299_10252002.nii.gz,0.0,2.688,0.0
646,PETCT_fb014a1ea0_12012005.nii.gz,0.3955781296683597,0.0,0.0
647,PETCT_77bceab232_11212002.nii.gz,0.8536398467432951,0.0,0.178
648,PETCT_04ab5c61c9_11222002.nii.gz,0.8169656430525996,0.0,0.0
649,PETCT_072833774e_07232006.nii.gz,0.0,2.472,0.0
650,PETCT_f5cff2e59d_05102007.nii.gz,0.0,0.024,0.0
651,PETCT_5c1baad5d8_03062003.nii.gz,0.0,0.047,0.611
652,PETCT_9d97ac5d4d_12122004.nii.gz,0.0,0.097,0.0
653,PETCT_e09a20d8fc_03162006.nii.gz,,0.0,0.0
654,PETCT_3b2a4af482_01262003.nii.gz,0.0,0.019,0.0
655,PETCT_54977a7e76_02212003.nii.gz,,0.0,0.0
656,PETCT_e04b7fa860_06012002.nii.gz,0.7859220477021525,0.0,0.401
657,PETCT_f650c87621_12082005.nii.gz,,0.0,0.0
658,PETCT_1a1712f7d0_02142005.nii.gz,0.0,15.156,1.112
659,PETCT_d4a08e4bde_03162006.nii.gz,,0.0,0.0
660,PETCT_9e864bb710_09142003.nii.gz,0.0,0.228,0.0
661,PETCT_d8d9e52cd5_03132005.nii.gz,0.7693704600484261,0.105,0.001
662,PETCT_389462c0ac_04272003.nii.gz,,0.0,0.0
663,PETCT_e0a7ccecad_01282006.nii.gz,,0.0,0.0
664,PETCT_dac5cd2a4d_12022001.nii.gz,0.7938991389913899,0.0,0.625
665,PETCT_9afd440677_03172003.nii.gz,0.8084953741760952,0.0,3.362
666,PETCT_f1ca0f7c4c_12222001.nii.gz,0.7368137782561894,0.036000000000000004,0.166
667,PETCT_11e258cc1f_03062003.nii.gz,0.828651893574446,0.71,0.246
668,PETCT_437d2c96fe_11162003.nii.gz,,0.0,0.0
669,PETCT_da4ce0da01_06132003.nii.gz,0.0,0.077,0.0
670,PETCT_55819a54c2_04142007.nii.gz,,0.0,0.0
671,PETCT_9f491f1481_02122006.nii.gz,,0.0,0.0
672,PETCT_9a2c6e618a_02142000.nii.gz,0.8519864970137626,0.057,0.04
673,PETCT_e61c9da258_12132002.nii.gz,0.943544674618121,0.062,0.002
674,PETCT_ab953a5230_11032003.nii.gz,0.8859565109432088,0.096,0.17400000000000002
675,PETCT_d674a028b1_12032001.nii.gz,0.8431372549019608,0.0,0.0
676,PETCT_cf3725edf0_10072005.nii.gz,0.0,0.04,0.0
677,PETCT_c16d325d12_02152003.nii.gz,0.9083534136546185,0.018000000000000002,0.009000000000000001
678,PETCT_ee97822c60_03032003.nii.gz,0.6587936755807144,0.07100000000000001,0.449
679,PETCT_6a3477cd9a_01152005.nii.gz,0.8682149005939527,0.879,1.853
680,PETCT_ad7cd4a9d2_10022003.nii.gz,0.8272899673269816,0.281,0.8
681,PETCT_f5c2c09846_10282002.nii.gz,0.897297943567671,0.0,0.595
682,PETCT_2e97a9e5c2_06232003.nii.gz,0.07009609949123799,0.014,1.596
683,PETCT_97320b0b58_07282005.nii.gz,0.0,0.875,0.0
684,PETCT_8de6953d23_01192001.nii.gz,0.8219206251285215,0.209,0.002
685,PETCT_29ab45ef17_06272002.nii.gz,0.7560833737275812,0.117,0.008
686,PETCT_caae8d63f0_01262004.nii.gz,0.8650779744173822,1.3780000000000001,0.0
687,PETCT_14929994cf_04302005.nii.gz,,0.0,0.0
688,PETCT_87afc291ec_07202003.nii.gz,0.0,0.094,0.0
689,PETCT_04a4e1c874_11182001.nii.gz,0.9289542929539031,0.214,0.0
690,PETCT_7b477e7e0d_06192003.nii.gz,,0.0,0.0
691,PETCT_32aa845af1_01262007.nii.gz,0.8703296703296703,0.0,0.0
692,PETCT_ad99263bec_01292006.nii.gz,0.0,0.068,0.0
693,PETCT_7094acd4c0_08232001.nii.gz,0.5490394337714863,0.0,0.746
694,PETCT_55d55902c6_05112006.nii.gz,0.0,0.055,0.0
695,PETCT_cbbc9e2879_01162006.nii.gz,0.8165743340669348,0.069,0.109
696,PETCT_5b0aa4e971_09102006.nii.gz,,0.0,0.0
697,PETCT_2d70838805_04302007.nii.gz,0.7011494252873564,0.0,0.0
698,PETCT_ce0ffef966_05112003.nii.gz,,0.0,0.0
699,PETCT_64c0cba177_08072006.nii.gz,,0.0,0.0
700,PETCT_d51bacdaba_06282001.nii.gz,0.9266977708657336,0.016,0.001
701,PETCT_15a205ffcc_08192005.nii.gz,0.6834939946359856,0.20700000000000002,5.4190000000000005
702,PETCT_7958ce0f7c_08312003.nii.gz,0.9411764705882353,0.0,0.0
703,PETCT_d098458d29_08012003.nii.gz,0.0,0.02,0.0
704,PETCT_234f8427c0_12032005.nii.gz,,0.0,0.0
705,PETCT_544676de40_03232007.nii.gz,,0.0,0.0
706,PETCT_f0e1b89b41_05172007.nii.gz,,0.0,0.0
707,PETCT_da6161d7eb_06202003.nii.gz,0.8378063010501751,0.016,0.11800000000000001
708,PETCT_456e6f9dc2_07282005.nii.gz,0.5954198473282443,0.024,0.0
709,PETCT_62b114e09b_06092003.nii.gz,,0.0,0.0
710,PETCT_a627fc68a1_02142003.nii.gz,0.0,0.115,0.0
711,PETCT_75046e0c12_10292004.nii.gz,0.0,0.04,0.0
712,PETCT_bf178a41b2_06082002.nii.gz,0.32815637970277145,0.0,7.142
713,PETCT_912a25778f_05172007.nii.gz,0.8041825095057035,0.111,0.011
714,PETCT_7cfd708a53_06172005.nii.gz,0.7017767395766971,2.75,0.005
715,PETCT_b41bc7c1e5_08062006.nii.gz,,0.0,0.0
716,PETCT_6fe855c937_12292001.nii.gz,0.8522242654250949,0.0,0.098
